node_id,self_trust,times_eligible,times_forwarded,times_dropped,is_malicious
0,0.5,0,0,0,0
1,0.5,0,0,0,0
2,0.5,0,0,0,1
3,0.999999,37,37,0,0
4,0.5,0,0,0,1
5,0.998837,17,17,0,0
6,0.5,0,0,0,1
7,0.5,0,0,0,1
8,0.5,0,0,12,1
9,0.5,0,0,0,0
10,0.999601,20,20,0,0
11,0.5,0,0,0,0
12,0.999967,27,27,0,0
13,0.5,0,0,38,1
14,0.999984,29,29,0,0
15,0.990113,11,11,0,0
16,0.5,0,0,0,0
17,0.5,0,0,7,1
18,0.5,0,0,24,1
19,0.941176,6,6,0,0
20,0.5,0,0,1,1
21,0.5,0,0,16,1
22,1,45,45,0,0
23,0.5,0,0,13,1
24,0.87995,4,4,0,0
25,0.8285,3,3,0,0
26,0.5,0,0,3,1
27,0.5,0,0,0,0
28,0.5,0,0,0,0
29,0.999863,23,23,0,0
30,0.5,0,0,39,1
31,0.958823,7,7,0,0
32,0.65,1,1,0,0
33,1,92,92,0,0
34,0.5,0,0,0,1
35,1,79,79,0,0
36,1,48,48,0,0
37,1,45,45,0,0
38,0.5,0,0,0,1
39,0.993079,12,12,0,0
40,0.5,0,0,0,1
41,0.999967,27,27,0,0
42,0.971176,8,8,0,0
43,0.5,0,0,0,0
44,0.999863,23,23,0,0
45,0.5,0,0,0,0
46,0.5,0,0,0,0
47,0.999984,29,29,0,0
48,1,164,164,0,0
49,0.5,0,0,52,1
50,1,44,44,0,0
51,0.971176,8,8,0,0
52,0.87995,4,4,0,0
53,0.958823,7,7,0,0
54,0.5,0,0,6,1
55,1,44,44,0,0
56,0.998338,16,16,0,0
57,0.65,1,1,0,0
58,0.985876,10,10,0,0
59,0.5,0,0,0,0
60,0.5,0,0,52,1
61,0.5,0,0,0,0
62,0.5,0,0,6,1
63,0.5,0,0,0,1
64,1,53,53,0,0
65,0.998338,16,16,0,0
66,0.996609,14,14,0,0
67,1,117,117,0,0
68,1,308,308,0,0
69,0.5,0,0,0,1
70,0.5,0,0,14,1
71,0.5,0,0,0,1
72,0.999904,24,24,0,0
73,0.5,0,0,0,0
74,0.999977,28,28,0,0
75,0.5,0,0,0,1
76,0.999186,18,18,0,0
77,0.5,0,0,0,0
78,0.5,0,0,0,1
79,1,69,69,0,0
80,0.5,0,0,14,1
81,0.5,0,0,45,1
82,0.5,0,0,1,1
83,0.5,0,0,26,1
84,0.5,0,0,0,1
85,0.999863,23,23,0,0
86,0.5,0,0,0,1
87,0.5,0,0,0,0
88,0.5,0,0,44,1
89,0.755,2,2,0,0
90,0.5,0,0,84,1
91,0.5,0,0,0,1
92,0.5,0,0,59,1
93,0.5,0,0,0,0
94,0.5,0,0,10,1
95,0.999967,27,27,0,0
96,0.87995,4,4,0,0
97,0.5,0,0,52,1
98,0.5,0,0,0,1
99,0.5,0,0,0,1
